Training model 1/3
Epoch:1/80 Batch:55/150 Train Loss:0.6884
Epoch:1/80 Batch:56/150 Train Loss:1.1018
Epoch:1/80 Batch:57/150 Train Loss:0.8089
Epoch:1/80 Batch:58/150 Train Loss:0.6353
Epoch:1/80 Batch:59/150 Train Loss:0.5805
Epoch:1/80 Batch:60/150 Train Loss:0.6920
Epoch:1/80 Batch:61/150 Train Loss:0.9941
Epoch:1/80 Batch:62/150 Train Loss:0.8553
Epoch:1/80 Batch:63/150 Train Loss:0.7839
Epoch:1/80 Batch:64/150 Train Loss:0.8421
Epoch:1/80 Batch:65/150 Train Loss:0.8501
Epoch:1/80 Batch:66/150 Train Loss:0.7507
Epoch:1/80 Batch:67/150 Train Loss:1.0794
Epoch:1/80 Batch:68/150 Train Loss:0.8017
Epoch:1/80 Batch:69/150 Train Loss:0.8043
Epoch:1/80 Batch:70/150 Train Loss:0.5823
Epoch:1/80 Batch:71/150 Train Loss:0.8961
Epoch:1/80 Batch:72/150 Train Loss:0.8303
Epoch:1/80 Batch:73/150 Train Loss:0.6922
Epoch:1/80 Batch:74/150 Train Loss:0.8652
Epoch:1/80 Batch:75/150 Train Loss:0.7460
Epoch:1/80 Batch:76/150 Train Loss:0.9974
Epoch:1/80 Batch:77/150 Train Loss:0.8785
Epoch:1/80 Batch:78/150 Train Loss:0.6710
Epoch:1/80 Batch:79/150 Train Loss:0.6817
Epoch:1/80 Batch:80/150 Train Loss:0.8337
Epoch:1/80 Batch:81/150 Train Loss:0.9289
Epoch:1/80 Batch:82/150 Train Loss:0.7475
Epoch:1/80 Batch:83/150 Train Loss:0.6744
Epoch:1/80 Batch:84/150 Train Loss:0.7038
Epoch:1/80 Batch:85/150 Train Loss:0.6944
Epoch:1/80 Batch:86/150 Train Loss:0.7138
Epoch:1/80 Batch:87/150 Train Loss:0.7785
Epoch:1/80 Batch:88/150 Train Loss:0.8162
Epoch:1/80 Batch:89/150 Train Loss:0.8087
Epoch:1/80 Batch:90/150 Train Loss:0.8183
Epoch:1/80 Batch:91/150 Train Loss:0.6642
Epoch:1/80 Batch:92/150 Train Loss:0.5607
Epoch:1/80 Batch:93/150 Train Loss:0.6288
Epoch:1/80 Batch:94/150 Train Loss:0.8054
Epoch:1/80 Batch:95/150 Train Loss:0.8914
Epoch:1/80 Batch:96/150 Train Loss:0.7555
Epoch:1/80 Batch:97/150 Train Loss:0.5460
Epoch:1/80 Batch:98/150 Train Loss:0.8101
Epoch:1/80 Batch:99/150 Train Loss:0.6581
Epoch:1/80 Batch:100/150 Train Loss:0.8391
Epoch:1/80 Batch:101/150 Train Loss:0.5884
Epoch:1/80 Batch:102/150 Train Loss:0.6955
Epoch:1/80 Batch:103/150 Train Loss:0.7719
Epoch:1/80 Batch:104/150 Train Loss:0.7207
Epoch:1/80 Batch:105/150 Train Loss:0.6986
Epoch:1/80 Batch:106/150 Train Loss:0.6237
Epoch:1/80 Batch:107/150 Train Loss:0.6386
Epoch:1/80 Batch:108/150 Train Loss:0.8297
Epoch:1/80 Batch:109/150 Train Loss:0.7533
Epoch:1/80 Batch:110/150 Train Loss:0.8062
Epoch:1/80 Batch:111/150 Train Loss:0.6415
Epoch:1/80 Batch:112/150 Train Loss:0.7000
Epoch:1/80 Batch:113/150 Train Loss:0.7149
Epoch:1/80 Batch:114/150 Train Loss:0.9452
Epoch:1/80 Batch:115/150 Train Loss:0.5750
Epoch:1/80 Batch:116/150 Train Loss:0.7938
Epoch:1/80 Batch:117/150 Train Loss:0.7587
Epoch:1/80 Batch:118/150 Train Loss:0.7402
Epoch:1/80 Batch:119/150 Train Loss:0.5253
Epoch:1/80 Batch:120/150 Train Loss:0.5444
Epoch:1/80 Batch:121/150 Train Loss:0.8313
Epoch:1/80 Batch:122/150 Train Loss:0.6459
Epoch:1/80 Batch:123/150 Train Loss:0.6094
Epoch:1/80 Batch:124/150 Train Loss:0.6520
Epoch:1/80 Batch:125/150 Train Loss:0.7813
Epoch:1/80 Batch:126/150 Train Loss:0.9454
Epoch:1/80 Batch:127/150 Train Loss:0.7308
Epoch:1/80 Batch:128/150 Train Loss:0.7620
Epoch:1/80 Batch:129/150 Train Loss:0.6350
Epoch:1/80 Batch:130/150 Train Loss:0.8337
Epoch:1/80 Batch:131/150 Train Loss:0.5909
Epoch:1/80 Batch:132/150 Train Loss:0.5284
Epoch:1/80 Batch:133/150 Train Loss:0.6825
Epoch:1/80 Batch:134/150 Train Loss:0.5368
Epoch:1/80 Batch:135/150 Train Loss:0.8220
Epoch:1/80 Batch:136/150 Train Loss:0.5520
Epoch:1/80 Batch:137/150 Train Loss:0.6090
Epoch:1/80 Batch:138/150 Train Loss:0.6518
Epoch:1/80 Batch:139/150 Train Loss:0.6333
Epoch:1/80 Batch:140/150 Train Loss:0.6732
Epoch:1/80 Batch:141/150 Train Loss:0.6357
Epoch:1/80 Batch:142/150 Train Loss:0.6548
Epoch:1/80 Batch:143/150 Train Loss:0.6688
Epoch:1/80 Batch:144/150 Train Loss:0.7957
Epoch:1/80 Batch:145/150 Train Loss:0.7104
Epoch:1/80 Batch:146/150 Train Loss:0.7326
Epoch:1/80 Batch:147/150 Train Loss:0.7421
Epoch:1/80 Batch:148/150 Train Loss:0.5335
Epoch:1/80 Batch:149/150 Train Loss:0.6759
Epoch:1/80 Batch:150/150 Train Loss:0.9944
WARNING:root:Feature Matrix is underdetermined: 21 rows and 33 columns.Returning 0 for decorrelation loss and R^2.
Epoch:2/80 Batch:1/150 Train Loss:0.6778
Epoch:2/80 Batch:2/150 Train Loss:0.5743
Epoch:2/80 Batch:3/150 Train Loss:0.5892
Epoch:2/80 Batch:4/150 Train Loss:0.6967
Epoch:2/80 Batch:5/150 Train Loss:0.7267
Epoch:2/80 Batch:6/150 Train Loss:0.6812
Epoch:2/80 Batch:7/150 Train Loss:0.7816
Epoch:2/80 Batch:8/150 Train Loss:0.6295
Epoch:2/80 Batch:9/150 Train Loss:0.5751
Epoch:2/80 Batch:10/150 Train Loss:0.6490
Epoch:2/80 Batch:11/150 Train Loss:0.6777
Epoch:2/80 Batch:12/150 Train Loss:0.5325
Epoch:2/80 Batch:13/150 Train Loss:0.8188
Epoch:2/80 Batch:14/150 Train Loss:0.6548
Epoch:2/80 Batch:15/150 Train Loss:0.5368
Epoch:2/80 Batch:16/150 Train Loss:0.5711
Epoch:2/80 Batch:17/150 Train Loss:0.7793
Epoch:2/80 Batch:18/150 Train Loss:0.7014
Epoch:2/80 Batch:19/150 Train Loss:0.5381
Epoch:2/80 Batch:20/150 Train Loss:0.5286
Epoch:2/80 Batch:21/150 Train Loss:0.6684
Epoch:2/80 Batch:22/150 Train Loss:0.7671
Epoch:2/80 Batch:23/150 Train Loss:0.6088
Epoch:2/80 Batch:24/150 Train Loss:0.4944
Epoch:2/80 Batch:25/150 Train Loss:0.5161
Epoch:2/80 Batch:26/150 Train Loss:0.6762
Epoch:2/80 Batch:27/150 Train Loss:0.6731
Epoch:2/80 Batch:28/150 Train Loss:0.8402
Epoch:2/80 Batch:29/150 Train Loss:0.5809
Epoch:2/80 Batch:30/150 Train Loss:0.7375
Epoch:2/80 Batch:31/150 Train Loss:0.6487
Epoch:2/80 Batch:32/150 Train Loss:0.7491
Epoch:2/80 Batch:33/150 Train Loss:0.5742
Epoch:2/80 Batch:34/150 Train Loss:0.5439
Epoch:2/80 Batch:35/150 Train Loss:0.4784
Epoch:2/80 Batch:36/150 Train Loss:0.6431
Epoch:2/80 Batch:37/150 Train Loss:0.7647
Epoch:2/80 Batch:38/150 Train Loss:0.7699
Epoch:2/80 Batch:39/150 Train Loss:0.5882
Epoch:2/80 Batch:40/150 Train Loss:0.6878
Epoch:2/80 Batch:41/150 Train Loss:0.5972
Epoch:2/80 Batch:42/150 Train Loss:0.6288
Epoch:2/80 Batch:43/150 Train Loss:0.5390
Epoch:2/80 Batch:44/150 Train Loss:0.6916
Epoch:2/80 Batch:45/150 Train Loss:0.6593
Time limit reached. Saving model 1.
Model 2 trained. Best validation accuracy: 0.7855 at Epoch 1. Total training time: 126.5256 minutes.
Extracting train features...
Extracting val features...
Training model 3/3
Epoch:1/80 Batch:1/150 Train Loss:1.2428
Epoch:1/80 Batch:2/150 Train Loss:1.1128
Epoch:1/80 Batch:3/150 Train Loss:1.0509
Epoch:1/80 Batch:4/150 Train Loss:0.8911
Epoch:1/80 Batch:5/150 Train Loss:0.7185
Epoch:1/80 Batch:6/150 Train Loss:0.8453
Epoch:1/80 Batch:7/150 Train Loss:0.8011
Epoch:1/80 Batch:8/150 Train Loss:0.8253
Epoch:1/80 Batch:9/150 Train Loss:0.7262
Epoch:1/80 Batch:10/150 Train Loss:1.3652
Epoch:1/80 Batch:11/150 Train Loss:0.5807
Epoch:1/80 Batch:12/150 Train Loss:0.9379
Epoch:1/80 Batch:13/150 Train Loss:1.0068
Epoch:1/80 Batch:14/150 Train Loss:0.8639
Epoch:1/80 Batch:15/150 Train Loss:0.7965
Epoch:1/80 Batch:16/150 Train Loss:0.7609
Epoch:1/80 Batch:17/150 Train Loss:0.8527
Epoch:1/80 Batch:18/150 Train Loss:0.7457
Epoch:1/80 Batch:19/150 Train Loss:0.7956
Epoch:1/80 Batch:20/150 Train Loss:0.7228
Epoch:1/80 Batch:21/150 Train Loss:0.9370
Epoch:1/80 Batch:22/150 Train Loss:0.5346
Epoch:1/80 Batch:23/150 Train Loss:0.6874
Epoch:1/80 Batch:24/150 Train Loss:0.5952
Epoch:1/80 Batch:25/150 Train Loss:0.7965
Epoch:1/80 Batch:26/150 Train Loss:0.6479
Epoch:1/80 Batch:27/150 Train Loss:0.6469
Epoch:1/80 Batch:28/150 Train Loss:0.8300
Epoch:1/80 Batch:29/150 Train Loss:0.6297
Epoch:1/80 Batch:30/150 Train Loss:0.6216
Epoch:1/80 Batch:31/150 Train Loss:0.9172
Epoch:1/80 Batch:32/150 Train Loss:0.7662
Epoch:1/80 Batch:33/150 Train Loss:0.6589
Epoch:1/80 Batch:34/150 Train Loss:0.8632
Epoch:1/80 Batch:35/150 Train Loss:0.6729
Epoch:1/80 Batch:36/150 Train Loss:0.8225
Epoch:1/80 Batch:37/150 Train Loss:0.7365
Epoch:1/80 Batch:38/150 Train Loss:0.5486
Epoch:1/80 Batch:39/150 Train Loss:0.6224
Epoch:1/80 Batch:40/150 Train Loss:0.6682
Epoch:1/80 Batch:41/150 Train Loss:0.6833
Epoch:1/80 Batch:42/150 Train Loss:0.7721
Epoch:1/80 Batch:43/150 Train Loss:0.7695
Epoch:1/80 Batch:44/150 Train Loss:0.7709
Epoch:1/80 Batch:45/150 Train Loss:0.6351
Epoch:1/80 Batch:46/150 Train Loss:0.7220
Epoch:1/80 Batch:47/150 Train Loss:0.7600
Epoch:1/80 Batch:48/150 Train Loss:0.9459
Epoch:1/80 Batch:49/150 Train Loss:0.5308
Epoch:1/80 Batch:50/150 Train Loss:0.6096
Epoch:1/80 Batch:51/150 Train Loss:0.8073
Epoch:1/80 Batch:52/150 Train Loss:0.7447
Epoch:1/80 Batch:53/150 Train Loss:0.5534
Epoch:1/80 Batch:54/150 Train Loss:0.8415
Epoch:1/80 Batch:55/150 Train Loss:0.5297
Epoch:1/80 Batch:56/150 Train Loss:0.7708
Epoch:1/80 Batch:57/150 Train Loss:0.5742
Epoch:1/80 Batch:58/150 Train Loss:0.7309
Epoch:1/80 Batch:59/150 Train Loss:0.6113
Epoch:1/80 Batch:60/150 Train Loss:0.6041
Epoch:1/80 Batch:61/150 Train Loss:0.6163
Epoch:1/80 Batch:62/150 Train Loss:0.7042
Epoch:1/80 Batch:63/150 Train Loss:0.7554
Epoch:1/80 Batch:64/150 Train Loss:0.6373
Epoch:1/80 Batch:65/150 Train Loss:0.4482
Epoch:1/80 Batch:66/150 Train Loss:0.5970
Epoch:1/80 Batch:67/150 Train Loss:0.5380
Epoch:1/80 Batch:68/150 Train Loss:0.5612
Epoch:1/80 Batch:69/150 Train Loss:0.5574
Epoch:1/80 Batch:70/150 Train Loss:0.6953
Epoch:1/80 Batch:71/150 Train Loss:0.5815
Epoch:1/80 Batch:72/150 Train Loss:0.4855
Epoch:1/80 Batch:73/150 Train Loss:0.7640
Epoch:1/80 Batch:74/150 Train Loss:0.6694
Epoch:1/80 Batch:75/150 Train Loss:0.5627
Epoch:1/80 Batch:76/150 Train Loss:0.5716
Epoch:1/80 Batch:77/150 Train Loss:0.4890
Epoch:1/80 Batch:78/150 Train Loss:0.4728
Epoch:1/80 Batch:79/150 Train Loss:0.7503
Epoch:1/80 Batch:80/150 Train Loss:0.5462
Epoch:1/80 Batch:81/150 Train Loss:0.5851
Epoch:1/80 Batch:82/150 Train Loss:0.6875
Epoch:1/80 Batch:83/150 Train Loss:0.7080
Epoch:1/80 Batch:84/150 Train Loss:0.7443
Epoch:1/80 Batch:85/150 Train Loss:0.6333
Epoch:1/80 Batch:86/150 Train Loss:0.6473
Epoch:1/80 Batch:87/150 Train Loss:0.6392
Epoch:1/80 Batch:88/150 Train Loss:0.6143
Epoch:1/80 Batch:89/150 Train Loss:0.4112
Epoch:1/80 Batch:90/150 Train Loss:0.5869
Epoch:1/80 Batch:91/150 Train Loss:0.4879
Epoch:1/80 Batch:92/150 Train Loss:0.7275
Epoch:1/80 Batch:93/150 Train Loss:1.0472
Epoch:1/80 Batch:94/150 Train Loss:0.5925
Epoch:1/80 Batch:95/150 Train Loss:0.5898
Epoch:1/80 Batch:96/150 Train Loss:0.5700
Epoch:1/80 Batch:97/150 Train Loss:0.6434
Epoch:1/80 Batch:98/150 Train Loss:0.6985
Epoch:1/80 Batch:99/150 Train Loss:0.3661
Epoch:1/80 Batch:100/150 Train Loss:0.6322
