Training model 1/3
Epoch:1/80 Batch:54/150 Train Loss:1.3659
Epoch:1/80 Batch:55/150 Train Loss:1.3202
Epoch:1/80 Batch:56/150 Train Loss:1.0084
Epoch:1/80 Batch:57/150 Train Loss:1.4889
Epoch:1/80 Batch:58/150 Train Loss:1.0659
Epoch:1/80 Batch:59/150 Train Loss:0.9836
Epoch:1/80 Batch:60/150 Train Loss:1.0769
Epoch:1/80 Batch:61/150 Train Loss:1.2903
Epoch:1/80 Batch:62/150 Train Loss:1.1701
Epoch:1/80 Batch:63/150 Train Loss:1.2453
Epoch:1/80 Batch:64/150 Train Loss:1.0112
Epoch:1/80 Batch:65/150 Train Loss:1.1692
Epoch:1/80 Batch:66/150 Train Loss:1.1033
Epoch:1/80 Batch:67/150 Train Loss:1.1872
Epoch:1/80 Batch:68/150 Train Loss:1.1890
Epoch:1/80 Batch:69/150 Train Loss:1.2156
Epoch:1/80 Batch:70/150 Train Loss:1.3179
Epoch:1/80 Batch:71/150 Train Loss:1.0359
Epoch:1/80 Batch:72/150 Train Loss:1.0785
Epoch:1/80 Batch:73/150 Train Loss:1.1527
Epoch:1/80 Batch:74/150 Train Loss:1.3374
Epoch:1/80 Batch:75/150 Train Loss:1.0194
Epoch:1/80 Batch:76/150 Train Loss:1.2055
Epoch:1/80 Batch:77/150 Train Loss:1.1696
Epoch:1/80 Batch:78/150 Train Loss:1.1012
Epoch:1/80 Batch:79/150 Train Loss:1.3751
Epoch:1/80 Batch:80/150 Train Loss:1.0334
Epoch:1/80 Batch:81/150 Train Loss:1.0435
Epoch:1/80 Batch:82/150 Train Loss:1.0511
Epoch:1/80 Batch:83/150 Train Loss:1.0863
Epoch:1/80 Batch:84/150 Train Loss:0.9578
Epoch:1/80 Batch:85/150 Train Loss:1.1494
Epoch:1/80 Batch:86/150 Train Loss:1.1389
Epoch:1/80 Batch:87/150 Train Loss:1.1527
Epoch:1/80 Batch:88/150 Train Loss:1.1588
Epoch:1/80 Batch:89/150 Train Loss:1.1341
Epoch:1/80 Batch:90/150 Train Loss:1.0430
Epoch:1/80 Batch:91/150 Train Loss:0.9602
Epoch:1/80 Batch:92/150 Train Loss:1.0969
Epoch:1/80 Batch:93/150 Train Loss:1.1007
Epoch:1/80 Batch:94/150 Train Loss:1.0778
Epoch:1/80 Batch:95/150 Train Loss:1.0601
Epoch:1/80 Batch:96/150 Train Loss:1.1437
Epoch:1/80 Batch:97/150 Train Loss:1.2081
Epoch:1/80 Batch:98/150 Train Loss:0.9754
Epoch:1/80 Batch:99/150 Train Loss:1.2774
Epoch:1/80 Batch:100/150 Train Loss:1.2184
Epoch:1/80 Batch:101/150 Train Loss:1.0824
Epoch:1/80 Batch:102/150 Train Loss:1.1019
Epoch:1/80 Batch:103/150 Train Loss:1.0038
Epoch:1/80 Batch:104/150 Train Loss:1.0960
Epoch:1/80 Batch:105/150 Train Loss:1.0591
Epoch:1/80 Batch:106/150 Train Loss:1.1322
Epoch:1/80 Batch:107/150 Train Loss:1.1516
Epoch:1/80 Batch:108/150 Train Loss:1.0904
Epoch:1/80 Batch:109/150 Train Loss:0.9372
Epoch:1/80 Batch:110/150 Train Loss:1.0830
Epoch:1/80 Batch:111/150 Train Loss:1.0798
Epoch:1/80 Batch:112/150 Train Loss:0.9924
Epoch:1/80 Batch:113/150 Train Loss:1.0554
Epoch:1/80 Batch:114/150 Train Loss:1.3916
Epoch:1/80 Batch:115/150 Train Loss:0.9873
Epoch:1/80 Batch:116/150 Train Loss:1.0495
Epoch:1/80 Batch:117/150 Train Loss:1.0411
Epoch:1/80 Batch:118/150 Train Loss:1.1059
Epoch:1/80 Batch:119/150 Train Loss:1.0750
Epoch:1/80 Batch:120/150 Train Loss:1.0608
Epoch:1/80 Batch:121/150 Train Loss:0.9523
Epoch:1/80 Batch:122/150 Train Loss:1.1130
Epoch:1/80 Batch:123/150 Train Loss:0.8773
Epoch:1/80 Batch:124/150 Train Loss:0.9985
Epoch:1/80 Batch:125/150 Train Loss:1.1184
Epoch:1/80 Batch:126/150 Train Loss:1.0085
Epoch:1/80 Batch:127/150 Train Loss:1.0307
Epoch:1/80 Batch:128/150 Train Loss:0.9424
Epoch:1/80 Batch:129/150 Train Loss:1.2090
Epoch:1/80 Batch:130/150 Train Loss:0.9929
Epoch:1/80 Batch:131/150 Train Loss:1.0772
Epoch:1/80 Batch:132/150 Train Loss:1.1657
Epoch:1/80 Batch:133/150 Train Loss:1.0188
Epoch:1/80 Batch:134/150 Train Loss:0.9357
Epoch:1/80 Batch:135/150 Train Loss:1.1910
Epoch:1/80 Batch:136/150 Train Loss:1.0307
Epoch:1/80 Batch:137/150 Train Loss:0.9090
Epoch:1/80 Batch:138/150 Train Loss:0.9607
Epoch:1/80 Batch:139/150 Train Loss:0.9590
Epoch:1/80 Batch:140/150 Train Loss:0.9891
Epoch:1/80 Batch:141/150 Train Loss:1.1258
Epoch:1/80 Batch:142/150 Train Loss:0.9140
Epoch:1/80 Batch:143/150 Train Loss:1.0017
Epoch:1/80 Batch:144/150 Train Loss:1.1127
Epoch:1/80 Batch:145/150 Train Loss:0.8722
Epoch:1/80 Batch:146/150 Train Loss:0.8411
Epoch:1/80 Batch:147/150 Train Loss:0.7994
Epoch:1/80 Batch:148/150 Train Loss:1.2078
Epoch:1/80 Batch:149/150 Train Loss:1.1707
Epoch:1/80 Batch:150/150 Train Loss:1.2380
Epoch:2/80 Batch:1/150 Train Loss:0.9920
Epoch:2/80 Batch:2/150 Train Loss:0.9491
Epoch:2/80 Batch:3/150 Train Loss:0.9340
Epoch:2/80 Batch:4/150 Train Loss:1.2457
Epoch:2/80 Batch:5/150 Train Loss:1.0446
Epoch:2/80 Batch:6/150 Train Loss:1.0542
Epoch:2/80 Batch:7/150 Train Loss:1.0646
Epoch:2/80 Batch:8/150 Train Loss:1.0953
Epoch:2/80 Batch:9/150 Train Loss:1.0114
Epoch:2/80 Batch:10/150 Train Loss:0.9019
Epoch:2/80 Batch:11/150 Train Loss:1.0189
Epoch:2/80 Batch:12/150 Train Loss:1.0380
Epoch:2/80 Batch:13/150 Train Loss:0.8193
Epoch:2/80 Batch:14/150 Train Loss:0.9560
Epoch:2/80 Batch:15/150 Train Loss:0.9901
Epoch:2/80 Batch:16/150 Train Loss:1.1159
Epoch:2/80 Batch:17/150 Train Loss:1.1334
Epoch:2/80 Batch:18/150 Train Loss:1.1140
Epoch:2/80 Batch:19/150 Train Loss:0.9826
Epoch:2/80 Batch:20/150 Train Loss:0.9977
Epoch:2/80 Batch:21/150 Train Loss:0.9665
Epoch:2/80 Batch:22/150 Train Loss:0.9678
Epoch:2/80 Batch:23/150 Train Loss:1.0829
Epoch:2/80 Batch:24/150 Train Loss:0.8020
Epoch:2/80 Batch:25/150 Train Loss:1.1470
Epoch:2/80 Batch:26/150 Train Loss:0.9118
Epoch:2/80 Batch:27/150 Train Loss:1.1828
Epoch:2/80 Batch:28/150 Train Loss:0.9639
Epoch:2/80 Batch:29/150 Train Loss:0.9644
Epoch:2/80 Batch:30/150 Train Loss:1.0919
Epoch:2/80 Batch:31/150 Train Loss:1.1688
Epoch:2/80 Batch:32/150 Train Loss:0.9260
Epoch:2/80 Batch:33/150 Train Loss:1.1680
Epoch:2/80 Batch:34/150 Train Loss:1.1358
Epoch:2/80 Batch:35/150 Train Loss:1.0209
Epoch:2/80 Batch:36/150 Train Loss:0.9054
Epoch:2/80 Batch:37/150 Train Loss:0.8551
Epoch:2/80 Batch:38/150 Train Loss:0.9045
Epoch:2/80 Batch:39/150 Train Loss:1.0238
Epoch:2/80 Batch:40/150 Train Loss:1.0501
Epoch:2/80 Batch:41/150 Train Loss:1.0882
Epoch:2/80 Batch:42/150 Train Loss:0.8965
Epoch:2/80 Batch:43/150 Train Loss:0.9114
Epoch:2/80 Batch:44/150 Train Loss:0.9499
Epoch:2/80 Batch:45/150 Train Loss:0.9948
Epoch:2/80 Batch:46/150 Train Loss:1.0262
Epoch:2/80 Batch:47/150 Train Loss:0.9362
Epoch:2/80 Batch:48/150 Train Loss:0.9275
Epoch:2/80 Batch:49/150 Train Loss:0.9638
Epoch:2/80 Batch:50/150 Train Loss:1.1966
Epoch:2/80 Batch:51/150 Train Loss:1.1131
Time limit reached. Saving model 0.
Model 1 trained. Best validation accuracy: 0.7034 at Epoch 1. Total training time: 126.0184 minutes.
Extracting train features...
Extracting val features...
Training model 2/3
Epoch:1/80 Batch:1/150 Train Loss:16.0169
Epoch:1/80 Batch:2/150 Train Loss:12.8476
Epoch:1/80 Batch:3/150 Train Loss:10.7314
Epoch:1/80 Batch:4/150 Train Loss:9.6638
Epoch:1/80 Batch:5/150 Train Loss:7.8377
Epoch:1/80 Batch:6/150 Train Loss:6.9489
Epoch:1/80 Batch:7/150 Train Loss:5.7403
Epoch:1/80 Batch:8/150 Train Loss:6.0561
Epoch:1/80 Batch:9/150 Train Loss:5.0929
Epoch:1/80 Batch:10/150 Train Loss:5.3484
Epoch:1/80 Batch:11/150 Train Loss:4.2688
Epoch:1/80 Batch:12/150 Train Loss:4.5821
Epoch:1/80 Batch:13/150 Train Loss:4.8903
Epoch:1/80 Batch:14/150 Train Loss:3.8586
Epoch:1/80 Batch:15/150 Train Loss:4.1967
Epoch:1/80 Batch:16/150 Train Loss:3.3921
Epoch:1/80 Batch:17/150 Train Loss:3.6089
Epoch:1/80 Batch:18/150 Train Loss:4.8875
Epoch:1/80 Batch:19/150 Train Loss:3.5437
Epoch:1/80 Batch:20/150 Train Loss:3.4543
Epoch:1/80 Batch:21/150 Train Loss:3.1704
Epoch:1/80 Batch:22/150 Train Loss:2.5223
Epoch:1/80 Batch:23/150 Train Loss:2.2304
Epoch:1/80 Batch:24/150 Train Loss:2.1267
Epoch:1/80 Batch:25/150 Train Loss:2.1905
Epoch:1/80 Batch:26/150 Train Loss:2.9606
Epoch:1/80 Batch:27/150 Train Loss:2.8901
Epoch:1/80 Batch:28/150 Train Loss:1.5921
Epoch:1/80 Batch:29/150 Train Loss:2.6004
Epoch:1/80 Batch:30/150 Train Loss:2.3750
Epoch:1/80 Batch:31/150 Train Loss:2.9779
Epoch:1/80 Batch:32/150 Train Loss:1.8721
Epoch:1/80 Batch:33/150 Train Loss:1.7611
Epoch:1/80 Batch:34/150 Train Loss:1.7273
Epoch:1/80 Batch:35/150 Train Loss:2.4090
Epoch:1/80 Batch:36/150 Train Loss:1.4997
Epoch:1/80 Batch:37/150 Train Loss:1.8799
Epoch:1/80 Batch:38/150 Train Loss:1.6531
Epoch:1/80 Batch:39/150 Train Loss:1.9330
Epoch:1/80 Batch:40/150 Train Loss:1.5752
Epoch:1/80 Batch:41/150 Train Loss:1.6357
Epoch:1/80 Batch:42/150 Train Loss:1.5664
Epoch:1/80 Batch:43/150 Train Loss:1.4984
Epoch:1/80 Batch:44/150 Train Loss:1.7585
Epoch:1/80 Batch:45/150 Train Loss:1.5522
Epoch:1/80 Batch:46/150 Train Loss:1.4677
Epoch:1/80 Batch:47/150 Train Loss:1.5248
Epoch:1/80 Batch:48/150 Train Loss:1.1858
Epoch:1/80 Batch:49/150 Train Loss:1.3315
Epoch:1/80 Batch:50/150 Train Loss:1.5732
Epoch:1/80 Batch:51/150 Train Loss:1.4391
Epoch:1/80 Batch:52/150 Train Loss:1.4866
Epoch:1/80 Batch:53/150 Train Loss:1.4410
Epoch:1/80 Batch:54/150 Train Loss:1.5206
Epoch:1/80 Batch:55/150 Train Loss:1.9361
Epoch:1/80 Batch:56/150 Train Loss:1.5660
Epoch:1/80 Batch:57/150 Train Loss:1.3125
Epoch:1/80 Batch:58/150 Train Loss:1.3503
Epoch:1/80 Batch:59/150 Train Loss:1.3407
Epoch:1/80 Batch:60/150 Train Loss:1.3636
Epoch:1/80 Batch:61/150 Train Loss:1.4196
Epoch:1/80 Batch:62/150 Train Loss:1.3890
Epoch:1/80 Batch:63/150 Train Loss:1.3869
Epoch:1/80 Batch:64/150 Train Loss:1.3542
Epoch:1/80 Batch:65/150 Train Loss:1.3844
Epoch:1/80 Batch:66/150 Train Loss:1.4228
Epoch:1/80 Batch:67/150 Train Loss:1.3233
Epoch:1/80 Batch:68/150 Train Loss:1.3731
Epoch:1/80 Batch:69/150 Train Loss:1.4614
Epoch:1/80 Batch:70/150 Train Loss:1.5836
Epoch:1/80 Batch:71/150 Train Loss:1.3507
Epoch:1/80 Batch:72/150 Train Loss:1.3315
Epoch:1/80 Batch:73/150 Train Loss:1.3303
Epoch:1/80 Batch:74/150 Train Loss:1.2801
Epoch:1/80 Batch:75/150 Train Loss:1.3016
Epoch:1/80 Batch:76/150 Train Loss:1.2586
Epoch:1/80 Batch:77/150 Train Loss:1.2845
Epoch:1/80 Batch:78/150 Train Loss:1.2878
Epoch:1/80 Batch:79/150 Train Loss:1.1997
Epoch:1/80 Batch:80/150 Train Loss:1.1553
Epoch:1/80 Batch:81/150 Train Loss:1.2339
Epoch:1/80 Batch:82/150 Train Loss:1.3815
Epoch:1/80 Batch:83/150 Train Loss:1.4991
Epoch:1/80 Batch:84/150 Train Loss:1.1797
Epoch:1/80 Batch:85/150 Train Loss:1.2969
Epoch:1/80 Batch:86/150 Train Loss:1.2757
Epoch:1/80 Batch:87/150 Train Loss:1.6176
Epoch:1/80 Batch:88/150 Train Loss:1.2831
Epoch:1/80 Batch:89/150 Train Loss:1.3817
Epoch:1/80 Batch:90/150 Train Loss:1.3556
Epoch:1/80 Batch:91/150 Train Loss:1.1930
Epoch:1/80 Batch:92/150 Train Loss:1.3720
Epoch:1/80 Batch:93/150 Train Loss:1.1276
Epoch:1/80 Batch:94/150 Train Loss:1.3779
Epoch:1/80 Batch:95/150 Train Loss:1.2050
Epoch:1/80 Batch:96/150 Train Loss:1.2237
Epoch:1/80 Batch:97/150 Train Loss:1.2091
Epoch:1/80 Batch:98/150 Train Loss:1.0513
Epoch:1/80 Batch:99/150 Train Loss:1.3632
Epoch:1/80 Batch:100/150 Train Loss:1.3998
Epoch:1/80 Batch:101/150 Train Loss:1.3045
Epoch:1/80 Batch:102/150 Train Loss:1.2554
Epoch:1/80 Batch:103/150 Train Loss:1.1671
Epoch:1/80 Batch:104/150 Train Loss:1.2186
Epoch:1/80 Batch:105/150 Train Loss:1.2591
Epoch:1/80 Batch:106/150 Train Loss:1.1406
Epoch:1/80 Batch:107/150 Train Loss:1.4291
Epoch:1/80 Batch:108/150 Train Loss:1.1649
Epoch:1/80 Batch:109/150 Train Loss:1.2607
Epoch:1/80 Batch:110/150 Train Loss:1.4116
Epoch:1/80 Batch:111/150 Train Loss:1.2629
Epoch:1/80 Batch:112/150 Train Loss:1.2699
Epoch:1/80 Batch:113/150 Train Loss:1.2920
Epoch:1/80 Batch:114/150 Train Loss:1.2869
Epoch:1/80 Batch:115/150 Train Loss:1.1075
Epoch:1/80 Batch:116/150 Train Loss:1.1654
Epoch:1/80 Batch:117/150 Train Loss:1.0330
Epoch:1/80 Batch:118/150 Train Loss:1.2173
Epoch:1/80 Batch:119/150 Train Loss:1.0968
Epoch:1/80 Batch:120/150 Train Loss:1.2918
Epoch:1/80 Batch:121/150 Train Loss:1.2512
Epoch:1/80 Batch:122/150 Train Loss:1.1543
Epoch:1/80 Batch:123/150 Train Loss:1.2991
Epoch:1/80 Batch:124/150 Train Loss:1.2160
Epoch:1/80 Batch:125/150 Train Loss:1.1230
Epoch:1/80 Batch:126/150 Train Loss:1.1657
Epoch:1/80 Batch:127/150 Train Loss:1.2171
Epoch:1/80 Batch:128/150 Train Loss:1.1669
Epoch:1/80 Batch:129/150 Train Loss:1.2985
Epoch:1/80 Batch:130/150 Train Loss:1.2208
Epoch:1/80 Batch:131/150 Train Loss:1.0420
Epoch:1/80 Batch:132/150 Train Loss:1.3221
Epoch:1/80 Batch:133/150 Train Loss:1.1276
Epoch:1/80 Batch:134/150 Train Loss:1.2425
Epoch:1/80 Batch:135/150 Train Loss:1.1537
Epoch:1/80 Batch:136/150 Train Loss:1.1593
Epoch:1/80 Batch:137/150 Train Loss:1.2082
Epoch:1/80 Batch:138/150 Train Loss:1.2433
Epoch:1/80 Batch:139/150 Train Loss:1.2066
Epoch:1/80 Batch:140/150 Train Loss:1.2312
Epoch:1/80 Batch:141/150 Train Loss:1.3151
Epoch:1/80 Batch:142/150 Train Loss:1.2775
Epoch:1/80 Batch:143/150 Train Loss:1.1815
Epoch:1/80 Batch:144/150 Train Loss:1.2841
Epoch:1/80 Batch:145/150 Train Loss:1.2683
Epoch:1/80 Batch:146/150 Train Loss:1.2307
Epoch:1/80 Batch:147/150 Train Loss:1.1893
Epoch:1/80 Batch:148/150 Train Loss:1.2669
Epoch:1/80 Batch:149/150 Train Loss:1.2133
Epoch:1/80 Batch:150/150 Train Loss:1.2622
WARNING:root:Feature Matrix is underdetermined: 21 rows and 33 columns.Returning 0 for decorrelation loss and R^2.
Epoch:2/80 Batch:1/150 Train Loss:1.1455
Epoch:2/80 Batch:2/150 Train Loss:1.0468
Epoch:2/80 Batch:3/150 Train Loss:1.2566
Epoch:2/80 Batch:4/150 Train Loss:1.1481
Epoch:2/80 Batch:5/150 Train Loss:1.0509
Epoch:2/80 Batch:6/150 Train Loss:1.1165
Epoch:2/80 Batch:7/150 Train Loss:1.1904
Epoch:2/80 Batch:8/150 Train Loss:1.1156
Epoch:2/80 Batch:9/150 Train Loss:1.3324
Epoch:2/80 Batch:10/150 Train Loss:1.1916
Epoch:2/80 Batch:11/150 Train Loss:1.2239
Epoch:2/80 Batch:12/150 Train Loss:1.2099
Epoch:2/80 Batch:13/150 Train Loss:1.3309
Epoch:2/80 Batch:14/150 Train Loss:1.1908
Epoch:2/80 Batch:15/150 Train Loss:1.2831
Epoch:2/80 Batch:16/150 Train Loss:1.0913
Epoch:2/80 Batch:17/150 Train Loss:1.2776
Epoch:2/80 Batch:18/150 Train Loss:1.2814
Epoch:2/80 Batch:19/150 Train Loss:1.1727
Epoch:2/80 Batch:20/150 Train Loss:1.0834
Epoch:2/80 Batch:21/150 Train Loss:1.1854
Epoch:2/80 Batch:22/150 Train Loss:1.3052
Epoch:2/80 Batch:23/150 Train Loss:1.1439
Epoch:2/80 Batch:24/150 Train Loss:1.1808
Epoch:2/80 Batch:25/150 Train Loss:1.2640
Epoch:2/80 Batch:26/150 Train Loss:1.3524
Epoch:2/80 Batch:27/150 Train Loss:1.0769
Epoch:2/80 Batch:28/150 Train Loss:1.2735
Epoch:2/80 Batch:29/150 Train Loss:1.2211
Epoch:2/80 Batch:30/150 Train Loss:1.1716
Epoch:2/80 Batch:31/150 Train Loss:1.2624
Epoch:2/80 Batch:32/150 Train Loss:1.1975
Epoch:2/80 Batch:33/150 Train Loss:1.1494
Epoch:2/80 Batch:34/150 Train Loss:1.1791
Epoch:2/80 Batch:35/150 Train Loss:1.2132
Epoch:2/80 Batch:36/150 Train Loss:1.1057
Epoch:2/80 Batch:37/150 Train Loss:1.1476
Epoch:2/80 Batch:38/150 Train Loss:1.3072
Epoch:2/80 Batch:39/150 Train Loss:1.2274
Epoch:2/80 Batch:40/150 Train Loss:0.9870
Epoch:2/80 Batch:41/150 Train Loss:1.0445
Epoch:2/80 Batch:42/150 Train Loss:1.2350
Epoch:2/80 Batch:43/150 Train Loss:1.2938
Epoch:2/80 Batch:44/150 Train Loss:1.2073
Epoch:2/80 Batch:45/150 Train Loss:1.1677
Epoch:2/80 Batch:46/150 Train Loss:1.2173
Epoch:2/80 Batch:47/150 Train Loss:1.1770
Epoch:2/80 Batch:48/150 Train Loss:1.0199
Time limit reached. Saving model 1.
Model 2 trained. Best validation accuracy: 0.5991 at Epoch 1. Total training time: 126.5743 minutes.
Extracting train features...
Extracting val features...
Training model 3/3
Epoch:1/80 Batch:1/150 Train Loss:14.1523
Epoch:1/80 Batch:2/150 Train Loss:15.4968
Epoch:1/80 Batch:3/150 Train Loss:13.5848
Epoch:1/80 Batch:4/150 Train Loss:10.5335
Epoch:1/80 Batch:5/150 Train Loss:11.6683
Epoch:1/80 Batch:6/150 Train Loss:9.0541
Epoch:1/80 Batch:7/150 Train Loss:8.7768
Epoch:1/80 Batch:8/150 Train Loss:9.1170
Epoch:1/80 Batch:9/150 Train Loss:8.5406
Epoch:1/80 Batch:10/150 Train Loss:7.3294
Epoch:1/80 Batch:11/150 Train Loss:6.7109
Epoch:1/80 Batch:12/150 Train Loss:5.2942
Epoch:1/80 Batch:13/150 Train Loss:5.2386
Epoch:1/80 Batch:14/150 Train Loss:5.9591
Epoch:1/80 Batch:15/150 Train Loss:4.9265
Epoch:1/80 Batch:16/150 Train Loss:4.2535
Epoch:1/80 Batch:17/150 Train Loss:4.0714
Epoch:1/80 Batch:18/150 Train Loss:4.2326
Epoch:1/80 Batch:19/150 Train Loss:3.3535
Epoch:1/80 Batch:20/150 Train Loss:2.8922
Epoch:1/80 Batch:21/150 Train Loss:3.3484
Epoch:1/80 Batch:22/150 Train Loss:2.7219
Epoch:1/80 Batch:23/150 Train Loss:2.4214
Epoch:1/80 Batch:24/150 Train Loss:2.4956
Epoch:1/80 Batch:25/150 Train Loss:2.6577
Epoch:1/80 Batch:26/150 Train Loss:2.6393
Epoch:1/80 Batch:27/150 Train Loss:2.0442
Epoch:1/80 Batch:28/150 Train Loss:1.9609
Epoch:1/80 Batch:29/150 Train Loss:1.9270
Epoch:1/80 Batch:30/150 Train Loss:2.3476
Epoch:1/80 Batch:31/150 Train Loss:1.7977
Epoch:1/80 Batch:32/150 Train Loss:2.0557
Epoch:1/80 Batch:33/150 Train Loss:1.6862
Epoch:1/80 Batch:34/150 Train Loss:1.7775
Epoch:1/80 Batch:35/150 Train Loss:1.5555
Epoch:1/80 Batch:36/150 Train Loss:1.8376
Epoch:1/80 Batch:37/150 Train Loss:1.7160
Epoch:1/80 Batch:38/150 Train Loss:1.6515
Epoch:1/80 Batch:39/150 Train Loss:1.5398
Epoch:1/80 Batch:40/150 Train Loss:1.4711
Epoch:1/80 Batch:41/150 Train Loss:1.4410
Epoch:1/80 Batch:42/150 Train Loss:1.5069
Epoch:1/80 Batch:43/150 Train Loss:1.3697
Epoch:1/80 Batch:44/150 Train Loss:1.6314
Epoch:1/80 Batch:45/150 Train Loss:1.3595
Epoch:1/80 Batch:46/150 Train Loss:1.5728
Epoch:1/80 Batch:47/150 Train Loss:1.4335
Epoch:1/80 Batch:48/150 Train Loss:1.5994
Epoch:1/80 Batch:49/150 Train Loss:1.3990
Epoch:1/80 Batch:50/150 Train Loss:1.4198
Epoch:1/80 Batch:51/150 Train Loss:1.3955
Epoch:1/80 Batch:52/150 Train Loss:1.4752
Epoch:1/80 Batch:53/150 Train Loss:1.5745
Epoch:1/80 Batch:54/150 Train Loss:1.2785
Epoch:1/80 Batch:55/150 Train Loss:1.3254
Epoch:1/80 Batch:56/150 Train Loss:1.4199
Epoch:1/80 Batch:57/150 Train Loss:1.5036
Epoch:1/80 Batch:58/150 Train Loss:1.4502
Epoch:1/80 Batch:59/150 Train Loss:1.5458
Epoch:1/80 Batch:60/150 Train Loss:1.5399
Epoch:1/80 Batch:61/150 Train Loss:1.6235
Epoch:1/80 Batch:62/150 Train Loss:1.4991
Epoch:1/80 Batch:63/150 Train Loss:1.3868
Epoch:1/80 Batch:64/150 Train Loss:1.4209
Epoch:1/80 Batch:65/150 Train Loss:1.4260
Epoch:1/80 Batch:66/150 Train Loss:1.5041
Epoch:1/80 Batch:67/150 Train Loss:1.2993
Epoch:1/80 Batch:68/150 Train Loss:1.4626
Epoch:1/80 Batch:69/150 Train Loss:1.3510
Epoch:1/80 Batch:70/150 Train Loss:1.4434
Epoch:1/80 Batch:71/150 Train Loss:1.3243
Epoch:1/80 Batch:72/150 Train Loss:1.4298
Epoch:1/80 Batch:73/150 Train Loss:1.5309
Epoch:1/80 Batch:74/150 Train Loss:1.3911
Epoch:1/80 Batch:75/150 Train Loss:1.2779
Epoch:1/80 Batch:76/150 Train Loss:1.3737
Epoch:1/80 Batch:77/150 Train Loss:1.4221
Epoch:1/80 Batch:78/150 Train Loss:1.4327
Epoch:1/80 Batch:79/150 Train Loss:1.4155
Epoch:1/80 Batch:80/150 Train Loss:1.4446
Epoch:1/80 Batch:81/150 Train Loss:1.2445
Epoch:1/80 Batch:82/150 Train Loss:1.4224
Epoch:1/80 Batch:83/150 Train Loss:1.3451
Epoch:1/80 Batch:84/150 Train Loss:1.2254
Epoch:1/80 Batch:85/150 Train Loss:1.3629
Epoch:1/80 Batch:86/150 Train Loss:1.5015
Epoch:1/80 Batch:87/150 Train Loss:1.2184
Epoch:1/80 Batch:88/150 Train Loss:1.3050
Epoch:1/80 Batch:89/150 Train Loss:1.3092
Epoch:1/80 Batch:90/150 Train Loss:1.3209
Epoch:1/80 Batch:91/150 Train Loss:1.3884
Epoch:1/80 Batch:92/150 Train Loss:1.2699
