Training model 1/3
Epoch:1/80 Batch:41/106 Train Loss:1.9053
Epoch:1/80 Batch:42/106 Train Loss:1.6466
Epoch:1/80 Batch:43/106 Train Loss:1.7306
Epoch:1/80 Batch:44/106 Train Loss:1.8104
Epoch:1/80 Batch:45/106 Train Loss:1.4630
Epoch:1/80 Batch:46/106 Train Loss:1.6605
Epoch:1/80 Batch:47/106 Train Loss:1.3629
Epoch:1/80 Batch:48/106 Train Loss:1.6152
Epoch:1/80 Batch:49/106 Train Loss:1.6984
Epoch:1/80 Batch:50/106 Train Loss:1.3990
Epoch:1/80 Batch:51/106 Train Loss:1.6507
Epoch:1/80 Batch:52/106 Train Loss:1.7440
Epoch:1/80 Batch:53/106 Train Loss:2.0065
Epoch:1/80 Batch:54/106 Train Loss:1.6173
Epoch:1/80 Batch:55/106 Train Loss:1.7513
Epoch:1/80 Batch:56/106 Train Loss:1.6055
Epoch:1/80 Batch:57/106 Train Loss:1.3681
Epoch:1/80 Batch:58/106 Train Loss:1.5899
Epoch:1/80 Batch:59/106 Train Loss:1.5132
Epoch:1/80 Batch:60/106 Train Loss:1.7698
Epoch:1/80 Batch:61/106 Train Loss:1.3790
Epoch:1/80 Batch:62/106 Train Loss:1.4291
Epoch:1/80 Batch:63/106 Train Loss:1.5467
Epoch:1/80 Batch:64/106 Train Loss:1.6754
Epoch:1/80 Batch:65/106 Train Loss:1.4235
Epoch:1/80 Batch:66/106 Train Loss:1.5894
Epoch:1/80 Batch:67/106 Train Loss:1.3922
Epoch:1/80 Batch:68/106 Train Loss:1.5109
Epoch:1/80 Batch:69/106 Train Loss:1.6858
Epoch:1/80 Batch:70/106 Train Loss:1.4632
Epoch:1/80 Batch:71/106 Train Loss:1.5153
Epoch:1/80 Batch:72/106 Train Loss:1.5070
Epoch:1/80 Batch:73/106 Train Loss:1.6690
Epoch:1/80 Batch:74/106 Train Loss:1.3986
Epoch:1/80 Batch:75/106 Train Loss:1.4302
Epoch:1/80 Batch:76/106 Train Loss:1.5505
Epoch:1/80 Batch:77/106 Train Loss:1.3743
Epoch:1/80 Batch:78/106 Train Loss:1.8296
Epoch:1/80 Batch:79/106 Train Loss:1.4435
Epoch:1/80 Batch:80/106 Train Loss:1.6264
Epoch:1/80 Batch:81/106 Train Loss:1.3222
Epoch:1/80 Batch:82/106 Train Loss:1.5400
Epoch:1/80 Batch:83/106 Train Loss:1.5565
Epoch:1/80 Batch:84/106 Train Loss:1.5851
Epoch:1/80 Batch:85/106 Train Loss:1.5824
Epoch:1/80 Batch:86/106 Train Loss:1.5373
Epoch:1/80 Batch:87/106 Train Loss:1.5003
Epoch:1/80 Batch:88/106 Train Loss:1.7519
Epoch:1/80 Batch:89/106 Train Loss:1.3929
Epoch:1/80 Batch:90/106 Train Loss:1.7898
Epoch:1/80 Batch:91/106 Train Loss:1.6008
Epoch:1/80 Batch:92/106 Train Loss:1.4443
Epoch:1/80 Batch:93/106 Train Loss:1.5255
Epoch:1/80 Batch:94/106 Train Loss:1.7250
Epoch:1/80 Batch:95/106 Train Loss:1.2738
Epoch:1/80 Batch:96/106 Train Loss:1.3478
Epoch:1/80 Batch:97/106 Train Loss:1.3704
Epoch:1/80 Batch:98/106 Train Loss:1.4764
Epoch:1/80 Batch:99/106 Train Loss:1.5822
Epoch:1/80 Batch:100/106 Train Loss:1.3951
Epoch:1/80 Batch:101/106 Train Loss:1.5276
Epoch:1/80 Batch:102/106 Train Loss:1.2725
Epoch:1/80 Batch:103/106 Train Loss:1.6171
Epoch:1/80 Batch:104/106 Train Loss:1.5663
Epoch:1/80 Batch:105/106 Train Loss:1.3928
Epoch:1/80 Batch:106/106 Train Loss:4.4246
Epoch:2/80 Batch:1/106 Train Loss:1.3687
Epoch:2/80 Batch:2/106 Train Loss:1.2316
Epoch:2/80 Batch:3/106 Train Loss:1.5795
Epoch:2/80 Batch:4/106 Train Loss:1.5452
Epoch:2/80 Batch:5/106 Train Loss:1.6074
Epoch:2/80 Batch:6/106 Train Loss:1.3955
Epoch:2/80 Batch:7/106 Train Loss:1.4414
Epoch:2/80 Batch:8/106 Train Loss:1.4122
Epoch:2/80 Batch:9/106 Train Loss:1.4857
Epoch:2/80 Batch:10/106 Train Loss:1.2752
Epoch:2/80 Batch:11/106 Train Loss:1.5919
Epoch:2/80 Batch:12/106 Train Loss:1.4995
Epoch:2/80 Batch:13/106 Train Loss:1.2224
Epoch:2/80 Batch:14/106 Train Loss:1.4320
Epoch:2/80 Batch:15/106 Train Loss:1.3384
Epoch:2/80 Batch:16/106 Train Loss:1.2939
Epoch:2/80 Batch:17/106 Train Loss:1.1922
Epoch:2/80 Batch:18/106 Train Loss:1.4888
Epoch:2/80 Batch:19/106 Train Loss:1.3431
Epoch:2/80 Batch:20/106 Train Loss:1.6782
Epoch:2/80 Batch:21/106 Train Loss:1.5266
Epoch:2/80 Batch:22/106 Train Loss:1.5582
Epoch:2/80 Batch:23/106 Train Loss:1.2819
Epoch:2/80 Batch:24/106 Train Loss:1.4849
Epoch:2/80 Batch:25/106 Train Loss:1.5579
Epoch:2/80 Batch:26/106 Train Loss:1.4361
Epoch:2/80 Batch:27/106 Train Loss:1.3018
Epoch:2/80 Batch:28/106 Train Loss:2.0931
Epoch:2/80 Batch:29/106 Train Loss:1.1256
Epoch:2/80 Batch:30/106 Train Loss:1.4022
Epoch:2/80 Batch:31/106 Train Loss:1.3656
Epoch:2/80 Batch:32/106 Train Loss:1.2736
Epoch:2/80 Batch:33/106 Train Loss:1.3776
Epoch:2/80 Batch:34/106 Train Loss:1.5693
Epoch:2/80 Batch:35/106 Train Loss:1.4186
Epoch:2/80 Batch:36/106 Train Loss:1.1023
Time limit reached. Saving model 1.
Model 2 trained. Best validation accuracy: 0.4930 at Epoch 1. Total training time: 126.7164 minutes.
Extracting train features...
Extracting val features...
Training model 3/3
Epoch:1/80 Batch:1/106 Train Loss:4.8549
Epoch:1/80 Batch:2/106 Train Loss:3.4247
Epoch:1/80 Batch:3/106 Train Loss:2.5069
Epoch:1/80 Batch:4/106 Train Loss:2.1179
Epoch:1/80 Batch:5/106 Train Loss:2.0833
Epoch:1/80 Batch:6/106 Train Loss:2.3521
Epoch:1/80 Batch:7/106 Train Loss:2.3111
Epoch:1/80 Batch:8/106 Train Loss:1.9890
Epoch:1/80 Batch:9/106 Train Loss:1.5773
Epoch:1/80 Batch:10/106 Train Loss:1.5937
Epoch:1/80 Batch:11/106 Train Loss:1.4877
Epoch:1/80 Batch:12/106 Train Loss:1.9354
Epoch:1/80 Batch:13/106 Train Loss:1.9424
Epoch:1/80 Batch:14/106 Train Loss:1.3784
Epoch:1/80 Batch:15/106 Train Loss:2.0840
Epoch:1/80 Batch:16/106 Train Loss:1.8909
Epoch:1/80 Batch:17/106 Train Loss:1.4287
Epoch:1/80 Batch:18/106 Train Loss:1.3776
Epoch:1/80 Batch:19/106 Train Loss:1.7092
Epoch:1/80 Batch:20/106 Train Loss:1.6076
Epoch:1/80 Batch:21/106 Train Loss:1.5388
Epoch:1/80 Batch:22/106 Train Loss:1.6896
Epoch:1/80 Batch:23/106 Train Loss:1.6530
Epoch:1/80 Batch:24/106 Train Loss:1.4782
Epoch:1/80 Batch:25/106 Train Loss:1.3905
Epoch:1/80 Batch:26/106 Train Loss:1.6808
Epoch:1/80 Batch:27/106 Train Loss:1.4400
Epoch:1/80 Batch:28/106 Train Loss:1.4078
Epoch:1/80 Batch:29/106 Train Loss:1.6422
Epoch:1/80 Batch:30/106 Train Loss:1.2997
Epoch:1/80 Batch:31/106 Train Loss:1.5531
Epoch:1/80 Batch:32/106 Train Loss:1.7246
Epoch:1/80 Batch:33/106 Train Loss:1.4402
Epoch:1/80 Batch:34/106 Train Loss:1.4123
Epoch:1/80 Batch:35/106 Train Loss:1.5894
Epoch:1/80 Batch:36/106 Train Loss:1.3924
Epoch:1/80 Batch:37/106 Train Loss:1.5299
Epoch:1/80 Batch:38/106 Train Loss:1.2712
Epoch:1/80 Batch:39/106 Train Loss:1.2895
Epoch:1/80 Batch:40/106 Train Loss:1.1703
Epoch:1/80 Batch:41/106 Train Loss:1.7465
Epoch:1/80 Batch:42/106 Train Loss:1.5756
Epoch:1/80 Batch:43/106 Train Loss:1.6020
Epoch:1/80 Batch:44/106 Train Loss:1.3867
Epoch:1/80 Batch:45/106 Train Loss:1.3461
Epoch:1/80 Batch:46/106 Train Loss:1.2265
Epoch:1/80 Batch:47/106 Train Loss:1.5730
Epoch:1/80 Batch:48/106 Train Loss:1.4120
Epoch:1/80 Batch:49/106 Train Loss:1.1288
Epoch:1/80 Batch:50/106 Train Loss:1.3408
Epoch:1/80 Batch:51/106 Train Loss:1.3955
Epoch:1/80 Batch:52/106 Train Loss:1.3577
Epoch:1/80 Batch:53/106 Train Loss:1.1622
Epoch:1/80 Batch:54/106 Train Loss:1.1735
Epoch:1/80 Batch:55/106 Train Loss:1.4533
Epoch:1/80 Batch:56/106 Train Loss:1.5383
Epoch:1/80 Batch:57/106 Train Loss:1.2450
Epoch:1/80 Batch:58/106 Train Loss:1.2872
Epoch:1/80 Batch:59/106 Train Loss:1.2853
Epoch:1/80 Batch:60/106 Train Loss:1.3173
Epoch:1/80 Batch:61/106 Train Loss:1.4066
Epoch:1/80 Batch:62/106 Train Loss:1.2491
Epoch:1/80 Batch:63/106 Train Loss:1.3556
Epoch:1/80 Batch:64/106 Train Loss:1.2402
Epoch:1/80 Batch:65/106 Train Loss:1.2453
Epoch:1/80 Batch:66/106 Train Loss:1.3914
Epoch:1/80 Batch:67/106 Train Loss:1.2280
Epoch:1/80 Batch:68/106 Train Loss:1.5017
Epoch:1/80 Batch:69/106 Train Loss:1.5161
Epoch:1/80 Batch:70/106 Train Loss:1.1750
Epoch:1/80 Batch:71/106 Train Loss:1.4736
Epoch:1/80 Batch:72/106 Train Loss:1.1321
Epoch:1/80 Batch:73/106 Train Loss:1.3629
Epoch:1/80 Batch:74/106 Train Loss:1.4221
Epoch:1/80 Batch:75/106 Train Loss:1.4376
Epoch:1/80 Batch:76/106 Train Loss:1.3474
Epoch:1/80 Batch:77/106 Train Loss:1.3001
Epoch:1/80 Batch:78/106 Train Loss:1.2690
Epoch:1/80 Batch:79/106 Train Loss:1.2369
Epoch:1/80 Batch:80/106 Train Loss:1.2147
Epoch:1/80 Batch:81/106 Train Loss:1.3097
Epoch:1/80 Batch:82/106 Train Loss:1.0285
Epoch:1/80 Batch:83/106 Train Loss:1.4707
Epoch:1/80 Batch:84/106 Train Loss:1.3077
Epoch:1/80 Batch:85/106 Train Loss:1.2876
Epoch:1/80 Batch:86/106 Train Loss:1.1083
Epoch:1/80 Batch:87/106 Train Loss:1.1643
Epoch:1/80 Batch:88/106 Train Loss:1.1303
Epoch:1/80 Batch:89/106 Train Loss:1.2550
Epoch:1/80 Batch:90/106 Train Loss:1.0925
Epoch:1/80 Batch:91/106 Train Loss:1.5522
Epoch:1/80 Batch:92/106 Train Loss:1.2198
Epoch:1/80 Batch:93/106 Train Loss:1.4584
Epoch:1/80 Batch:94/106 Train Loss:1.1435
Epoch:1/80 Batch:95/106 Train Loss:1.3345
Epoch:1/80 Batch:96/106 Train Loss:1.2763
Epoch:1/80 Batch:97/106 Train Loss:1.4341
Epoch:1/80 Batch:98/106 Train Loss:1.6339
Epoch:1/80 Batch:99/106 Train Loss:1.1791
Epoch:1/80 Batch:100/106 Train Loss:1.1603
Epoch:1/80 Batch:101/106 Train Loss:1.1373
Epoch:1/80 Batch:102/106 Train Loss:1.4057
Epoch:1/80 Batch:103/106 Train Loss:1.1585
Epoch:1/80 Batch:104/106 Train Loss:1.2007
Epoch:1/80 Batch:105/106 Train Loss:1.2701
Epoch:1/80 Batch:106/106 Train Loss:2.6225
Epoch:2/80 Batch:1/106 Train Loss:1.0635
Epoch:2/80 Batch:2/106 Train Loss:1.2184
Epoch:2/80 Batch:3/106 Train Loss:1.3223
Epoch:2/80 Batch:4/106 Train Loss:1.3108
Epoch:2/80 Batch:5/106 Train Loss:1.1106
Epoch:2/80 Batch:6/106 Train Loss:0.8402
Epoch:2/80 Batch:7/106 Train Loss:1.4581
Epoch:2/80 Batch:8/106 Train Loss:1.2220
Epoch:2/80 Batch:9/106 Train Loss:1.1701
Epoch:2/80 Batch:10/106 Train Loss:1.0573
Epoch:2/80 Batch:11/106 Train Loss:1.0835
Epoch:2/80 Batch:12/106 Train Loss:1.2425
Epoch:2/80 Batch:13/106 Train Loss:1.1248
Epoch:2/80 Batch:14/106 Train Loss:1.3784
Epoch:2/80 Batch:15/106 Train Loss:1.0904
Epoch:2/80 Batch:16/106 Train Loss:1.1515
Epoch:2/80 Batch:17/106 Train Loss:1.4183
Epoch:2/80 Batch:18/106 Train Loss:0.9911
Epoch:2/80 Batch:19/106 Train Loss:1.4436
Epoch:2/80 Batch:20/106 Train Loss:1.0044
Epoch:2/80 Batch:21/106 Train Loss:1.1100
Epoch:2/80 Batch:22/106 Train Loss:1.1834
Epoch:2/80 Batch:23/106 Train Loss:0.9581
Epoch:2/80 Batch:24/106 Train Loss:1.3437
Epoch:2/80 Batch:25/106 Train Loss:1.1678
Epoch:2/80 Batch:26/106 Train Loss:0.9670
Epoch:2/80 Batch:27/106 Train Loss:1.4856
Epoch:2/80 Batch:28/106 Train Loss:1.2731
Epoch:2/80 Batch:29/106 Train Loss:1.1245
Epoch:2/80 Batch:30/106 Train Loss:1.1278
Epoch:2/80 Batch:31/106 Train Loss:1.1869
Epoch:2/80 Batch:32/106 Train Loss:0.9871
Epoch:2/80 Batch:33/106 Train Loss:1.2928
Epoch:2/80 Batch:34/106 Train Loss:0.9749
Epoch:2/80 Batch:35/106 Train Loss:1.3662
Epoch:2/80 Batch:36/106 Train Loss:1.1569
Epoch:2/80 Batch:37/106 Train Loss:1.5800
Time limit reached. Saving model 2.
Model 3 trained. Best validation accuracy: 0.6213 at Epoch 1. Total training time: 126.3993 minutes.
Extracting train features...
Extracting val features...
