Training model 1/3
Epoch:1/80 Batch:4/106 Train Loss:3.2040
Epoch:1/80 Batch:5/106 Train Loss:2.3767
Epoch:1/80 Batch:6/106 Train Loss:2.0341
Epoch:1/80 Batch:7/106 Train Loss:2.0045
Epoch:1/80 Batch:8/106 Train Loss:2.1847
Epoch:1/80 Batch:9/106 Train Loss:1.7980
Epoch:1/80 Batch:10/106 Train Loss:2.4761
Epoch:1/80 Batch:11/106 Train Loss:1.6895
Epoch:1/80 Batch:12/106 Train Loss:2.0708
Epoch:1/80 Batch:13/106 Train Loss:1.6358
Epoch:1/80 Batch:14/106 Train Loss:2.1436
Epoch:1/80 Batch:15/106 Train Loss:1.5694
Epoch:1/80 Batch:16/106 Train Loss:1.6316
Epoch:1/80 Batch:17/106 Train Loss:1.5697
Epoch:1/80 Batch:18/106 Train Loss:1.1953
Epoch:1/80 Batch:19/106 Train Loss:1.7341
Epoch:1/80 Batch:20/106 Train Loss:1.3035
Epoch:1/80 Batch:21/106 Train Loss:1.5698
Epoch:1/80 Batch:22/106 Train Loss:1.3255
Epoch:1/80 Batch:23/106 Train Loss:1.3210
Epoch:1/80 Batch:24/106 Train Loss:1.2700
Epoch:1/80 Batch:25/106 Train Loss:1.5970
Epoch:1/80 Batch:26/106 Train Loss:1.6087
Epoch:1/80 Batch:27/106 Train Loss:1.8925
Epoch:1/80 Batch:28/106 Train Loss:1.5019
Epoch:1/80 Batch:29/106 Train Loss:1.3403
Epoch:1/80 Batch:30/106 Train Loss:1.4720
Epoch:1/80 Batch:31/106 Train Loss:1.3236
Epoch:1/80 Batch:32/106 Train Loss:1.5020
Epoch:1/80 Batch:33/106 Train Loss:1.4625
Epoch:1/80 Batch:34/106 Train Loss:1.6175
Epoch:1/80 Batch:35/106 Train Loss:1.2437
Epoch:1/80 Batch:36/106 Train Loss:1.2371
Epoch:1/80 Batch:37/106 Train Loss:1.3760
Epoch:1/80 Batch:38/106 Train Loss:1.4721
Epoch:1/80 Batch:39/106 Train Loss:1.3589
Epoch:1/80 Batch:40/106 Train Loss:1.6377
Epoch:1/80 Batch:41/106 Train Loss:1.3925
Epoch:1/80 Batch:42/106 Train Loss:1.3656
Epoch:1/80 Batch:43/106 Train Loss:1.2868
Epoch:1/80 Batch:44/106 Train Loss:1.1435
Epoch:1/80 Batch:45/106 Train Loss:1.4983
Epoch:1/80 Batch:46/106 Train Loss:1.4744
Epoch:1/80 Batch:47/106 Train Loss:1.7987
Epoch:1/80 Batch:48/106 Train Loss:1.6960
Epoch:1/80 Batch:49/106 Train Loss:1.2899
Epoch:1/80 Batch:50/106 Train Loss:1.1245
Epoch:1/80 Batch:51/106 Train Loss:1.3657
Epoch:1/80 Batch:52/106 Train Loss:1.3615
Epoch:1/80 Batch:53/106 Train Loss:1.2250
Epoch:1/80 Batch:54/106 Train Loss:1.1997
Epoch:1/80 Batch:55/106 Train Loss:1.1132
Epoch:1/80 Batch:56/106 Train Loss:1.2387
Epoch:1/80 Batch:57/106 Train Loss:1.1154
Epoch:1/80 Batch:58/106 Train Loss:1.8827
Epoch:1/80 Batch:59/106 Train Loss:1.3115
Epoch:1/80 Batch:60/106 Train Loss:1.2645
Epoch:1/80 Batch:61/106 Train Loss:1.5384
Epoch:1/80 Batch:62/106 Train Loss:1.2947
Epoch:1/80 Batch:63/106 Train Loss:1.3381
Epoch:1/80 Batch:64/106 Train Loss:1.4883
Epoch:1/80 Batch:65/106 Train Loss:1.4179
Epoch:1/80 Batch:66/106 Train Loss:1.1838
Epoch:1/80 Batch:67/106 Train Loss:1.2397
Epoch:1/80 Batch:68/106 Train Loss:1.0139
Epoch:1/80 Batch:69/106 Train Loss:1.2547
Epoch:1/80 Batch:70/106 Train Loss:1.7485
Epoch:1/80 Batch:71/106 Train Loss:1.1067
Epoch:1/80 Batch:72/106 Train Loss:1.5728
Epoch:1/80 Batch:73/106 Train Loss:1.3531
Epoch:1/80 Batch:74/106 Train Loss:1.2209
Epoch:1/80 Batch:75/106 Train Loss:1.2334
Epoch:1/80 Batch:76/106 Train Loss:1.5197
Epoch:1/80 Batch:77/106 Train Loss:0.9285
Epoch:1/80 Batch:78/106 Train Loss:1.5319
Epoch:1/80 Batch:79/106 Train Loss:1.0716
Epoch:1/80 Batch:80/106 Train Loss:1.0871
Epoch:1/80 Batch:81/106 Train Loss:1.2864
Epoch:1/80 Batch:82/106 Train Loss:1.1616
Epoch:1/80 Batch:83/106 Train Loss:1.3749
Epoch:1/80 Batch:84/106 Train Loss:1.1738
Epoch:1/80 Batch:85/106 Train Loss:1.3876
Epoch:1/80 Batch:86/106 Train Loss:1.0038
Epoch:1/80 Batch:87/106 Train Loss:1.1165
Epoch:1/80 Batch:88/106 Train Loss:1.3919
Epoch:1/80 Batch:89/106 Train Loss:0.9996
Epoch:1/80 Batch:90/106 Train Loss:1.2411
Epoch:1/80 Batch:91/106 Train Loss:1.3876
Epoch:1/80 Batch:92/106 Train Loss:1.3709
Epoch:1/80 Batch:93/106 Train Loss:1.1709
Epoch:1/80 Batch:94/106 Train Loss:1.1872
Epoch:1/80 Batch:95/106 Train Loss:1.3063
Epoch:1/80 Batch:96/106 Train Loss:1.5286
Epoch:1/80 Batch:97/106 Train Loss:1.1182
Epoch:1/80 Batch:98/106 Train Loss:1.6004
Epoch:1/80 Batch:99/106 Train Loss:1.2453
Epoch:1/80 Batch:100/106 Train Loss:1.3070
Epoch:1/80 Batch:101/106 Train Loss:1.3193
Epoch:1/80 Batch:102/106 Train Loss:1.0081
Epoch:1/80 Batch:103/106 Train Loss:1.1373
Epoch:1/80 Batch:104/106 Train Loss:1.3270
Epoch:1/80 Batch:105/106 Train Loss:1.2108
Epoch:1/80 Batch:106/106 Train Loss:2.9362
Epoch:2/80 Batch:1/106 Train Loss:1.2093
Epoch:2/80 Batch:2/106 Train Loss:1.1392
Epoch:2/80 Batch:3/106 Train Loss:0.9839
Epoch:2/80 Batch:4/106 Train Loss:1.3625
Epoch:2/80 Batch:5/106 Train Loss:1.2741
Epoch:2/80 Batch:6/106 Train Loss:1.1384
Epoch:2/80 Batch:7/106 Train Loss:1.1494
Epoch:2/80 Batch:8/106 Train Loss:1.1625
Epoch:2/80 Batch:9/106 Train Loss:1.2590
Epoch:2/80 Batch:10/106 Train Loss:1.0954
Epoch:2/80 Batch:11/106 Train Loss:1.1000
Epoch:2/80 Batch:12/106 Train Loss:1.1092
Epoch:2/80 Batch:13/106 Train Loss:1.5054
Epoch:2/80 Batch:14/106 Train Loss:1.1090
Epoch:2/80 Batch:15/106 Train Loss:1.3013
Epoch:2/80 Batch:16/106 Train Loss:1.1982
Epoch:2/80 Batch:17/106 Train Loss:1.3693
Epoch:2/80 Batch:18/106 Train Loss:1.2616
Epoch:2/80 Batch:19/106 Train Loss:1.6137
Epoch:2/80 Batch:20/106 Train Loss:1.1091
Epoch:2/80 Batch:21/106 Train Loss:1.3379
Epoch:2/80 Batch:22/106 Train Loss:0.9903
Epoch:2/80 Batch:23/106 Train Loss:1.1530
Epoch:2/80 Batch:24/106 Train Loss:1.3337
Epoch:2/80 Batch:25/106 Train Loss:1.4375
Epoch:2/80 Batch:26/106 Train Loss:1.1095
Epoch:2/80 Batch:27/106 Train Loss:1.0715
Epoch:2/80 Batch:28/106 Train Loss:1.2056
Epoch:2/80 Batch:29/106 Train Loss:1.0001
Epoch:2/80 Batch:30/106 Train Loss:1.3543
Epoch:2/80 Batch:31/106 Train Loss:1.1403
Epoch:2/80 Batch:32/106 Train Loss:1.3114
Epoch:2/80 Batch:33/106 Train Loss:1.4568
Time limit reached. Saving model 2.
Model 3 trained. Best validation accuracy: 0.4601 at Epoch 1. Total training time: 126.1207 minutes.
Extracting train features...
Extracting val features...
