Training model 1/3
Epoch:1/80 Batch:88/150 Train Loss:0.6819
Epoch:1/80 Batch:89/150 Train Loss:0.6619
Epoch:1/80 Batch:90/150 Train Loss:0.5459
Epoch:1/80 Batch:91/150 Train Loss:0.6213
Epoch:1/80 Batch:92/150 Train Loss:0.7038
Epoch:1/80 Batch:93/150 Train Loss:0.8443
Epoch:1/80 Batch:94/150 Train Loss:0.5575
Epoch:1/80 Batch:95/150 Train Loss:0.6420
Epoch:1/80 Batch:96/150 Train Loss:0.5617
Epoch:1/80 Batch:97/150 Train Loss:0.6378
Epoch:1/80 Batch:98/150 Train Loss:0.5657
Epoch:1/80 Batch:99/150 Train Loss:0.4889
Epoch:1/80 Batch:100/150 Train Loss:0.6144
Epoch:1/80 Batch:101/150 Train Loss:0.3680
Epoch:1/80 Batch:102/150 Train Loss:0.4868
Epoch:1/80 Batch:103/150 Train Loss:0.6416
Epoch:1/80 Batch:104/150 Train Loss:0.4866
Epoch:1/80 Batch:105/150 Train Loss:0.5678
Epoch:1/80 Batch:106/150 Train Loss:0.5522
Epoch:1/80 Batch:107/150 Train Loss:0.4824
Epoch:1/80 Batch:108/150 Train Loss:0.6147
Epoch:1/80 Batch:109/150 Train Loss:0.6949
Epoch:1/80 Batch:110/150 Train Loss:0.6656
Epoch:1/80 Batch:111/150 Train Loss:0.5848
Epoch:1/80 Batch:112/150 Train Loss:0.6625
Epoch:1/80 Batch:113/150 Train Loss:0.6431
Epoch:1/80 Batch:114/150 Train Loss:0.6298
Epoch:1/80 Batch:115/150 Train Loss:0.7179
Epoch:1/80 Batch:116/150 Train Loss:0.7021
Epoch:1/80 Batch:117/150 Train Loss:0.4989
Epoch:1/80 Batch:118/150 Train Loss:0.6949
Epoch:1/80 Batch:119/150 Train Loss:0.7701
Epoch:1/80 Batch:120/150 Train Loss:0.7028
Epoch:1/80 Batch:121/150 Train Loss:0.6528
Epoch:1/80 Batch:122/150 Train Loss:0.7322
Epoch:1/80 Batch:123/150 Train Loss:0.7640
Epoch:1/80 Batch:124/150 Train Loss:0.6432
Epoch:1/80 Batch:125/150 Train Loss:0.6798
Epoch:1/80 Batch:126/150 Train Loss:0.4954
Epoch:1/80 Batch:127/150 Train Loss:0.5024
Epoch:1/80 Batch:128/150 Train Loss:0.6204
Epoch:1/80 Batch:129/150 Train Loss:0.6759
Epoch:1/80 Batch:130/150 Train Loss:0.6540
Epoch:1/80 Batch:131/150 Train Loss:0.4509
Epoch:1/80 Batch:132/150 Train Loss:0.5456
Epoch:1/80 Batch:133/150 Train Loss:0.8206
Epoch:1/80 Batch:134/150 Train Loss:0.5887
Epoch:1/80 Batch:135/150 Train Loss:0.6633
Epoch:1/80 Batch:136/150 Train Loss:0.5848
Epoch:1/80 Batch:137/150 Train Loss:0.6499
Epoch:1/80 Batch:138/150 Train Loss:0.4137
Epoch:1/80 Batch:139/150 Train Loss:0.5527
Epoch:1/80 Batch:140/150 Train Loss:0.6776
Epoch:1/80 Batch:141/150 Train Loss:0.7712
Epoch:1/80 Batch:142/150 Train Loss:0.6908
Epoch:1/80 Batch:143/150 Train Loss:0.5267
Epoch:1/80 Batch:144/150 Train Loss:0.5302
Epoch:1/80 Batch:145/150 Train Loss:0.6885
Epoch:1/80 Batch:146/150 Train Loss:0.5871
Epoch:1/80 Batch:147/150 Train Loss:0.6762
Epoch:1/80 Batch:148/150 Train Loss:0.6274
Epoch:1/80 Batch:149/150 Train Loss:0.8405
Epoch:1/80 Batch:150/150 Train Loss:0.7814
Epoch:2/80 Batch:1/150 Train Loss:0.6397
Epoch:2/80 Batch:2/150 Train Loss:0.6212
Epoch:2/80 Batch:3/150 Train Loss:0.8650
Epoch:2/80 Batch:4/150 Train Loss:0.4803
Epoch:2/80 Batch:5/150 Train Loss:0.5732
Epoch:2/80 Batch:6/150 Train Loss:0.5458
Epoch:2/80 Batch:7/150 Train Loss:0.6044
Epoch:2/80 Batch:8/150 Train Loss:0.6043
Epoch:2/80 Batch:9/150 Train Loss:0.6607
Epoch:2/80 Batch:10/150 Train Loss:0.6715
Epoch:2/80 Batch:11/150 Train Loss:0.6402
Epoch:2/80 Batch:12/150 Train Loss:0.8265
Epoch:2/80 Batch:13/150 Train Loss:0.4991
Epoch:2/80 Batch:14/150 Train Loss:0.5404
Epoch:2/80 Batch:15/150 Train Loss:0.5618
Epoch:2/80 Batch:16/150 Train Loss:0.4869
Epoch:2/80 Batch:17/150 Train Loss:0.5679
Epoch:2/80 Batch:18/150 Train Loss:0.4758
Epoch:2/80 Batch:19/150 Train Loss:0.6009
Epoch:2/80 Batch:20/150 Train Loss:0.7007
Epoch:2/80 Batch:21/150 Train Loss:0.5604
Epoch:2/80 Batch:22/150 Train Loss:0.7040
Epoch:2/80 Batch:23/150 Train Loss:0.5230
Epoch:2/80 Batch:24/150 Train Loss:0.7336
Epoch:2/80 Batch:25/150 Train Loss:0.7058
Epoch:2/80 Batch:26/150 Train Loss:0.6233
Epoch:2/80 Batch:27/150 Train Loss:0.4838
Epoch:2/80 Batch:28/150 Train Loss:0.5967
Epoch:2/80 Batch:29/150 Train Loss:0.6370
Epoch:2/80 Batch:30/150 Train Loss:0.6109
Epoch:2/80 Batch:31/150 Train Loss:0.5960
Epoch:2/80 Batch:32/150 Train Loss:0.4007
Epoch:2/80 Batch:33/150 Train Loss:0.7680
Epoch:2/80 Batch:34/150 Train Loss:0.5129
Epoch:2/80 Batch:35/150 Train Loss:0.3940
Epoch:2/80 Batch:36/150 Train Loss:0.6633
Epoch:2/80 Batch:37/150 Train Loss:0.5266
Epoch:2/80 Batch:38/150 Train Loss:0.6639
Epoch:2/80 Batch:39/150 Train Loss:0.7527
Epoch:2/80 Batch:40/150 Train Loss:0.7368
Epoch:2/80 Batch:41/150 Train Loss:0.5708
Epoch:2/80 Batch:42/150 Train Loss:0.5825
Epoch:2/80 Batch:43/150 Train Loss:0.5083
Epoch:2/80 Batch:44/150 Train Loss:0.6950
Epoch:2/80 Batch:45/150 Train Loss:0.5810
Epoch:2/80 Batch:46/150 Train Loss:0.6413
Epoch:2/80 Batch:47/150 Train Loss:0.6390
Epoch:2/80 Batch:48/150 Train Loss:0.6304
Epoch:2/80 Batch:49/150 Train Loss:0.7126
Epoch:2/80 Batch:50/150 Train Loss:0.5876
Epoch:2/80 Batch:51/150 Train Loss:0.7030
Epoch:2/80 Batch:52/150 Train Loss:0.5829
Time limit reached. Saving model 0.
Model 1 trained. Best validation accuracy: 0.8312 at Epoch 1. Total training time: 126.1481 minutes.
Extracting train features...
Extracting val features...
Training model 2/3
Epoch:1/80 Batch:1/150 Train Loss:5.0050
Epoch:1/80 Batch:2/150 Train Loss:3.7629
Epoch:1/80 Batch:3/150 Train Loss:2.4798
Epoch:1/80 Batch:4/150 Train Loss:1.8098
Epoch:1/80 Batch:5/150 Train Loss:2.4964
Epoch:1/80 Batch:6/150 Train Loss:1.5188
Epoch:1/80 Batch:7/150 Train Loss:1.2447
Epoch:1/80 Batch:8/150 Train Loss:1.5956
Epoch:1/80 Batch:9/150 Train Loss:1.2013
Epoch:1/80 Batch:10/150 Train Loss:1.3584
Epoch:1/80 Batch:11/150 Train Loss:1.1842
Epoch:1/80 Batch:12/150 Train Loss:1.2810
Epoch:1/80 Batch:13/150 Train Loss:1.4778
Epoch:1/80 Batch:14/150 Train Loss:1.0198
Epoch:1/80 Batch:15/150 Train Loss:0.9693
Epoch:1/80 Batch:16/150 Train Loss:1.2070
Epoch:1/80 Batch:17/150 Train Loss:0.8876
Epoch:1/80 Batch:18/150 Train Loss:1.2008
Epoch:1/80 Batch:19/150 Train Loss:1.3346
Epoch:1/80 Batch:20/150 Train Loss:0.8948
Epoch:1/80 Batch:21/150 Train Loss:0.8743
Epoch:1/80 Batch:22/150 Train Loss:0.8819
Epoch:1/80 Batch:23/150 Train Loss:0.9947
Epoch:1/80 Batch:24/150 Train Loss:1.1338
Epoch:1/80 Batch:25/150 Train Loss:1.0194
Epoch:1/80 Batch:26/150 Train Loss:0.8333
Epoch:1/80 Batch:27/150 Train Loss:1.0424
Epoch:1/80 Batch:28/150 Train Loss:0.6925
Epoch:1/80 Batch:29/150 Train Loss:1.2021
Epoch:1/80 Batch:30/150 Train Loss:1.1517
Epoch:1/80 Batch:31/150 Train Loss:0.8368
Epoch:1/80 Batch:32/150 Train Loss:0.8437
Epoch:1/80 Batch:33/150 Train Loss:1.1146
Epoch:1/80 Batch:34/150 Train Loss:1.2423
Epoch:1/80 Batch:35/150 Train Loss:1.1898
Epoch:1/80 Batch:36/150 Train Loss:0.6862
Epoch:1/80 Batch:37/150 Train Loss:1.0093
Epoch:1/80 Batch:38/150 Train Loss:0.8159
Epoch:1/80 Batch:39/150 Train Loss:0.6562
Epoch:1/80 Batch:40/150 Train Loss:1.0498
Epoch:1/80 Batch:41/150 Train Loss:0.9508
Epoch:1/80 Batch:42/150 Train Loss:1.1816
Epoch:1/80 Batch:43/150 Train Loss:0.8599
Epoch:1/80 Batch:44/150 Train Loss:0.8737
Epoch:1/80 Batch:45/150 Train Loss:0.9749
Epoch:1/80 Batch:46/150 Train Loss:0.8387
Epoch:1/80 Batch:47/150 Train Loss:0.9797
Epoch:1/80 Batch:48/150 Train Loss:1.0126
Epoch:1/80 Batch:49/150 Train Loss:0.9663
Epoch:1/80 Batch:50/150 Train Loss:0.8142
Epoch:1/80 Batch:51/150 Train Loss:0.8665
Epoch:1/80 Batch:52/150 Train Loss:0.9685
Epoch:1/80 Batch:53/150 Train Loss:0.9246
Epoch:1/80 Batch:54/150 Train Loss:0.7928
Epoch:1/80 Batch:55/150 Train Loss:0.8073
Epoch:1/80 Batch:56/150 Train Loss:0.8575
Epoch:1/80 Batch:57/150 Train Loss:0.6982
Epoch:1/80 Batch:58/150 Train Loss:0.7783
Epoch:1/80 Batch:59/150 Train Loss:1.0846
Epoch:1/80 Batch:60/150 Train Loss:0.8786
Epoch:1/80 Batch:61/150 Train Loss:0.8576
Epoch:1/80 Batch:62/150 Train Loss:0.6254
Epoch:1/80 Batch:63/150 Train Loss:0.7670
Epoch:1/80 Batch:64/150 Train Loss:0.9257
Epoch:1/80 Batch:65/150 Train Loss:0.7583
Epoch:1/80 Batch:66/150 Train Loss:1.2133
Epoch:1/80 Batch:67/150 Train Loss:0.9411
Epoch:1/80 Batch:68/150 Train Loss:0.8475
Epoch:1/80 Batch:69/150 Train Loss:0.7150
Epoch:1/80 Batch:70/150 Train Loss:0.9924
Epoch:1/80 Batch:71/150 Train Loss:0.7903
Epoch:1/80 Batch:72/150 Train Loss:0.7995
Epoch:1/80 Batch:73/150 Train Loss:0.8411
Epoch:1/80 Batch:74/150 Train Loss:0.8765
Epoch:1/80 Batch:75/150 Train Loss:0.8772
Epoch:1/80 Batch:76/150 Train Loss:0.6780
Epoch:1/80 Batch:77/150 Train Loss:0.8938
Epoch:1/80 Batch:78/150 Train Loss:0.8415
Epoch:1/80 Batch:79/150 Train Loss:0.6173
Epoch:1/80 Batch:80/150 Train Loss:0.8098
Epoch:1/80 Batch:81/150 Train Loss:0.8038
Epoch:1/80 Batch:82/150 Train Loss:0.8003
Epoch:1/80 Batch:83/150 Train Loss:0.7856
Epoch:1/80 Batch:84/150 Train Loss:0.9276
Epoch:1/80 Batch:85/150 Train Loss:0.9023
Epoch:1/80 Batch:86/150 Train Loss:0.7460
Epoch:1/80 Batch:87/150 Train Loss:0.7375
Epoch:1/80 Batch:88/150 Train Loss:0.7515
Epoch:1/80 Batch:89/150 Train Loss:0.8384
Epoch:1/80 Batch:90/150 Train Loss:0.9146
Epoch:1/80 Batch:91/150 Train Loss:0.7405
Epoch:1/80 Batch:92/150 Train Loss:0.8925
Epoch:1/80 Batch:93/150 Train Loss:0.8702
Epoch:1/80 Batch:94/150 Train Loss:0.9221
Epoch:1/80 Batch:95/150 Train Loss:0.7649
Epoch:1/80 Batch:96/150 Train Loss:0.6288
Epoch:1/80 Batch:97/150 Train Loss:1.1183
Epoch:1/80 Batch:98/150 Train Loss:0.7092
Epoch:1/80 Batch:99/150 Train Loss:0.8973
Epoch:1/80 Batch:100/150 Train Loss:0.7243
Epoch:1/80 Batch:101/150 Train Loss:0.6427
Epoch:1/80 Batch:102/150 Train Loss:0.7536
Epoch:1/80 Batch:103/150 Train Loss:0.8157
Epoch:1/80 Batch:104/150 Train Loss:0.8113
Epoch:1/80 Batch:105/150 Train Loss:0.8253
Epoch:1/80 Batch:106/150 Train Loss:0.6916
Epoch:1/80 Batch:107/150 Train Loss:0.7317
Epoch:1/80 Batch:108/150 Train Loss:0.9693
Epoch:1/80 Batch:109/150 Train Loss:0.7388
Epoch:1/80 Batch:110/150 Train Loss:0.9366
Epoch:1/80 Batch:111/150 Train Loss:0.7039
Epoch:1/80 Batch:112/150 Train Loss:0.8048
Epoch:1/80 Batch:113/150 Train Loss:0.7829
Epoch:1/80 Batch:114/150 Train Loss:0.7463
Epoch:1/80 Batch:115/150 Train Loss:0.7960
Epoch:1/80 Batch:116/150 Train Loss:0.6236
Epoch:1/80 Batch:117/150 Train Loss:0.7537
Epoch:1/80 Batch:118/150 Train Loss:0.9983
Epoch:1/80 Batch:119/150 Train Loss:0.7509
Epoch:1/80 Batch:120/150 Train Loss:0.9009
Epoch:1/80 Batch:121/150 Train Loss:0.8811
Epoch:1/80 Batch:122/150 Train Loss:0.6718
Epoch:1/80 Batch:123/150 Train Loss:0.9685
Epoch:1/80 Batch:124/150 Train Loss:0.8566
Epoch:1/80 Batch:125/150 Train Loss:0.7372
Epoch:1/80 Batch:126/150 Train Loss:0.7645
Epoch:1/80 Batch:127/150 Train Loss:0.7599
Epoch:1/80 Batch:128/150 Train Loss:0.5315
Epoch:1/80 Batch:129/150 Train Loss:0.8407
Epoch:1/80 Batch:130/150 Train Loss:0.7584
Epoch:1/80 Batch:131/150 Train Loss:0.6510
Epoch:1/80 Batch:132/150 Train Loss:0.7234
Epoch:1/80 Batch:133/150 Train Loss:0.6514
Epoch:1/80 Batch:134/150 Train Loss:0.9745
Epoch:1/80 Batch:135/150 Train Loss:0.6576
Epoch:1/80 Batch:136/150 Train Loss:0.9087
Epoch:1/80 Batch:137/150 Train Loss:0.8935
Epoch:1/80 Batch:138/150 Train Loss:0.6602
Epoch:1/80 Batch:139/150 Train Loss:0.8897
Epoch:1/80 Batch:140/150 Train Loss:0.7820
Epoch:1/80 Batch:141/150 Train Loss:0.6309
Epoch:1/80 Batch:142/150 Train Loss:0.9958
Epoch:1/80 Batch:143/150 Train Loss:0.7064
Epoch:1/80 Batch:144/150 Train Loss:0.7530
Epoch:1/80 Batch:145/150 Train Loss:0.6094
Epoch:1/80 Batch:146/150 Train Loss:0.8060
Epoch:1/80 Batch:147/150 Train Loss:0.6059
Epoch:1/80 Batch:148/150 Train Loss:0.7657
Epoch:1/80 Batch:149/150 Train Loss:0.7393
Epoch:1/80 Batch:150/150 Train Loss:0.8710
WARNING:root:Feature Matrix is underdetermined: 21 rows and 33 columns.Returning 0 for decorrelation loss and R^2.
Epoch:2/80 Batch:1/150 Train Loss:0.5785
Epoch:2/80 Batch:2/150 Train Loss:0.7678
Epoch:2/80 Batch:3/150 Train Loss:0.7211
Epoch:2/80 Batch:4/150 Train Loss:0.7376
Epoch:2/80 Batch:5/150 Train Loss:0.7802
Epoch:2/80 Batch:6/150 Train Loss:0.7252
Epoch:2/80 Batch:7/150 Train Loss:0.7141
Epoch:2/80 Batch:8/150 Train Loss:0.6992
Epoch:2/80 Batch:9/150 Train Loss:0.6964
Epoch:2/80 Batch:10/150 Train Loss:0.5884
Epoch:2/80 Batch:11/150 Train Loss:0.6789
Epoch:2/80 Batch:12/150 Train Loss:0.7357
Epoch:2/80 Batch:13/150 Train Loss:0.7491
Epoch:2/80 Batch:14/150 Train Loss:0.7979
Epoch:2/80 Batch:15/150 Train Loss:0.7981
Epoch:2/80 Batch:16/150 Train Loss:0.6217
Epoch:2/80 Batch:17/150 Train Loss:0.7935
Epoch:2/80 Batch:18/150 Train Loss:0.7307
Epoch:2/80 Batch:19/150 Train Loss:0.7732
Epoch:2/80 Batch:20/150 Train Loss:1.2014
Epoch:2/80 Batch:21/150 Train Loss:0.6374
Epoch:2/80 Batch:22/150 Train Loss:0.6669
Epoch:2/80 Batch:23/150 Train Loss:0.7683
Epoch:2/80 Batch:24/150 Train Loss:0.7949
Epoch:2/80 Batch:25/150 Train Loss:0.6402
Epoch:2/80 Batch:26/150 Train Loss:0.9523
Epoch:2/80 Batch:27/150 Train Loss:0.8495
Epoch:2/80 Batch:28/150 Train Loss:0.8458
Epoch:2/80 Batch:29/150 Train Loss:0.7590
Epoch:2/80 Batch:30/150 Train Loss:0.7018
Epoch:2/80 Batch:31/150 Train Loss:0.5778
Epoch:2/80 Batch:32/150 Train Loss:0.6335
Epoch:2/80 Batch:33/150 Train Loss:0.8097
Epoch:2/80 Batch:34/150 Train Loss:0.7908
Epoch:2/80 Batch:35/150 Train Loss:0.7018
Epoch:2/80 Batch:36/150 Train Loss:0.7546
Epoch:2/80 Batch:37/150 Train Loss:0.7965
Epoch:2/80 Batch:38/150 Train Loss:0.7983
Epoch:2/80 Batch:39/150 Train Loss:0.6705
Epoch:2/80 Batch:40/150 Train Loss:0.8735
Epoch:2/80 Batch:41/150 Train Loss:0.7547
Epoch:2/80 Batch:42/150 Train Loss:0.7819
Epoch:2/80 Batch:43/150 Train Loss:0.6824
Epoch:2/80 Batch:44/150 Train Loss:0.9221
Epoch:2/80 Batch:45/150 Train Loss:0.8063
Epoch:2/80 Batch:46/150 Train Loss:0.6826
Epoch:2/80 Batch:47/150 Train Loss:0.6703
Epoch:2/80 Batch:48/150 Train Loss:0.6888
Epoch:2/80 Batch:49/150 Train Loss:0.7128
Epoch:2/80 Batch:50/150 Train Loss:0.5449
Epoch:2/80 Batch:51/150 Train Loss:0.6524
Time limit reached. Saving model 1.
Model 2 trained. Best validation accuracy: 0.7937 at Epoch 1. Total training time: 126.5658 minutes.
Extracting train features...
Extracting val features...
Training model 3/3
Epoch:1/80 Batch:1/150 Train Loss:12.7577
Epoch:1/80 Batch:2/150 Train Loss:11.0047
Epoch:1/80 Batch:3/150 Train Loss:9.1529
Epoch:1/80 Batch:4/150 Train Loss:6.7620
Epoch:1/80 Batch:5/150 Train Loss:6.9920
Epoch:1/80 Batch:6/150 Train Loss:4.4990
Epoch:1/80 Batch:7/150 Train Loss:4.6166
Epoch:1/80 Batch:8/150 Train Loss:4.0262
Epoch:1/80 Batch:9/150 Train Loss:3.5081
Epoch:1/80 Batch:10/150 Train Loss:3.5750
Epoch:1/80 Batch:11/150 Train Loss:2.7495
Epoch:1/80 Batch:12/150 Train Loss:2.3787
Epoch:1/80 Batch:13/150 Train Loss:1.7596
Epoch:1/80 Batch:14/150 Train Loss:1.9793
Epoch:1/80 Batch:15/150 Train Loss:1.5543
Epoch:1/80 Batch:16/150 Train Loss:1.7589
Epoch:1/80 Batch:17/150 Train Loss:1.1391
Epoch:1/80 Batch:18/150 Train Loss:1.9872
Epoch:1/80 Batch:19/150 Train Loss:1.3866
Epoch:1/80 Batch:20/150 Train Loss:1.1817
Epoch:1/80 Batch:21/150 Train Loss:1.4873
Epoch:1/80 Batch:22/150 Train Loss:1.3190
Epoch:1/80 Batch:23/150 Train Loss:1.6509
Epoch:1/80 Batch:24/150 Train Loss:1.8486
Epoch:1/80 Batch:25/150 Train Loss:1.2786
Epoch:1/80 Batch:26/150 Train Loss:1.3322
Epoch:1/80 Batch:27/150 Train Loss:1.3713
Epoch:1/80 Batch:28/150 Train Loss:1.1506
Epoch:1/80 Batch:29/150 Train Loss:1.4500
Epoch:1/80 Batch:30/150 Train Loss:1.0285
Epoch:1/80 Batch:31/150 Train Loss:1.6332
Epoch:1/80 Batch:32/150 Train Loss:1.0078
Epoch:1/80 Batch:33/150 Train Loss:1.2729
Epoch:1/80 Batch:34/150 Train Loss:1.1975
Epoch:1/80 Batch:35/150 Train Loss:0.9564
Epoch:1/80 Batch:36/150 Train Loss:1.3063
Epoch:1/80 Batch:37/150 Train Loss:1.3569
Epoch:1/80 Batch:38/150 Train Loss:1.6101
Epoch:1/80 Batch:39/150 Train Loss:1.1800
Epoch:1/80 Batch:40/150 Train Loss:1.1614
Epoch:1/80 Batch:41/150 Train Loss:1.3953
Epoch:1/80 Batch:42/150 Train Loss:1.1154
Epoch:1/80 Batch:43/150 Train Loss:1.1115
Epoch:1/80 Batch:44/150 Train Loss:1.2768
Epoch:1/80 Batch:45/150 Train Loss:1.1847
Epoch:1/80 Batch:46/150 Train Loss:1.3738
Epoch:1/80 Batch:47/150 Train Loss:1.1672
Epoch:1/80 Batch:48/150 Train Loss:1.0289
Epoch:1/80 Batch:49/150 Train Loss:1.1827
Epoch:1/80 Batch:50/150 Train Loss:0.9928
Epoch:1/80 Batch:51/150 Train Loss:1.1460
Epoch:1/80 Batch:52/150 Train Loss:1.1477
Epoch:1/80 Batch:53/150 Train Loss:1.2526
Epoch:1/80 Batch:54/150 Train Loss:1.2270
Epoch:1/80 Batch:55/150 Train Loss:1.1847
Epoch:1/80 Batch:56/150 Train Loss:0.9879
Epoch:1/80 Batch:57/150 Train Loss:1.3765
Epoch:1/80 Batch:58/150 Train Loss:1.2112
Epoch:1/80 Batch:59/150 Train Loss:0.9339
Epoch:1/80 Batch:60/150 Train Loss:1.1044
Epoch:1/80 Batch:61/150 Train Loss:1.0116
Epoch:1/80 Batch:62/150 Train Loss:0.9937
Epoch:1/80 Batch:63/150 Train Loss:1.0010
Epoch:1/80 Batch:64/150 Train Loss:1.0915
Epoch:1/80 Batch:65/150 Train Loss:1.0533
Epoch:1/80 Batch:66/150 Train Loss:1.1213
Epoch:1/80 Batch:67/150 Train Loss:0.9823
Epoch:1/80 Batch:68/150 Train Loss:1.2179
Epoch:1/80 Batch:69/150 Train Loss:1.0113
Epoch:1/80 Batch:70/150 Train Loss:1.1079
Epoch:1/80 Batch:71/150 Train Loss:0.8878
Epoch:1/80 Batch:72/150 Train Loss:1.1874
Epoch:1/80 Batch:73/150 Train Loss:1.1813
Epoch:1/80 Batch:74/150 Train Loss:0.9337
Epoch:1/80 Batch:75/150 Train Loss:1.1407
Epoch:1/80 Batch:76/150 Train Loss:0.9542
Epoch:1/80 Batch:77/150 Train Loss:1.1340
Epoch:1/80 Batch:78/150 Train Loss:1.0592
Epoch:1/80 Batch:79/150 Train Loss:1.2428
Epoch:1/80 Batch:80/150 Train Loss:1.0511
Epoch:1/80 Batch:81/150 Train Loss:1.2365
Epoch:1/80 Batch:82/150 Train Loss:1.0849
Epoch:1/80 Batch:83/150 Train Loss:1.0809
Epoch:1/80 Batch:84/150 Train Loss:1.3062
Epoch:1/80 Batch:85/150 Train Loss:0.9148
Epoch:1/80 Batch:86/150 Train Loss:1.0808
Epoch:1/80 Batch:87/150 Train Loss:1.1489
Epoch:1/80 Batch:88/150 Train Loss:1.0435
